DATE_CALENDAR,CLOUD_BASE_HEIGHT_24HR_DEP,CLOUD_BASE_HEIGHT_AVG,CLOUD_BASE_HEIGHT_MAX,CLOUD_BASE_HEIGHT_MIN,CLOUD_COVER_24HR_DEP,CLOUD_COVER_AVG,CLOUD_COVER_MAX,CLOUD_COVER_MIN,CLOUD_COVER_PERC_24HR_DEP,CLOUD_COVER_PERC_AVG,CLOUD_COVER_PERC_MAX,CLOUD_COVER_PERC_MIN,DEGREE_DAYS_COOLING,DEGREE_DAYS_EFFECTIVE,DEGREE_DAYS_FREEZING,DEGREE_DAYS_GROWING,DEGREE_DAYS_HEATING,EVAPOTRANSPIRATION_LWE_TOTAL,HAS_FREEZING_RAIN,FREEZING_RAIN_LWE_TOTAL,FREEZING_RAIN_LWE_RATE_AVG,FREEZING_RAIN_LWE_RATE_MAX,FREEZING_RAIN_LWE_RATE_MIN,HUMIDITY_RELATIVE_24HR_DEP,HUMIDITY_RELATIVE_AVG,HUMIDITY_RELATIVE_MAX,HUMIDITY_RELATIVE_MIN,HAS_ICE,ICE_LWE_TOTAL,ICE_LWE_RATE_AVG,ICE_LWE_RATE_MAX,ICE_LWE_RATE_MIN,INDEX_UV_24HR_DEP,INDEX_UV_AVG,INDEX_UV_MAX,INDEX_UV_MIN,MINUTES_OF_FREEZING_RAIN_TOTAL,MINUTES_OF_ICE_TOTAL,MINUTES_OF_PRECIPITATION_TOTAL,MINUTES_OF_RAIN_TOTAL,MINUTES_OF_SLEET_TOTAL,MINUTES_OF_SNOW_TOTAL,MINUTES_OF_SUN_TOTAL,MOISTURE_SOIL_AVG,MOISTURE_SOIL_MAX,MOISTURE_SOIL_MIN,HAS_PRECIPITATION,PRECIPITATION_INTENSITY_MAX,PRECIPITATION_LWE_TOTAL,PRECIPITATION_LWE_RATE_AVG,PRECIPITATION_LWE_RATE_MAX,PRECIPITATION_LWE_RATE_MIN,PRECIPITATION_TYPE_PREDOMINANT,PRECIPITATION_TYPE_DESC_PREDOMINANT,PRESSURE_24HR_DEP,PRESSURE_AVG,PRESSURE_MAX,PRESSURE_MIN,PRESSURE_MSL_24HR_DEP,PRESSURE_MSL_AVG,PRESSURE_MSL_MAX,PRESSURE_MSL_MIN,HAS_RAIN,RAIN_LWE_TOTAL,RAIN_LWE_RATE_AVG,RAIN_LWE_RATE_MAX,RAIN_LWE_RATE_MIN,HAS_SLEET,SLEET_LWE_TOTAL,SLEET_LWE_RATE_AVG,SLEET_LWE_RATE_MAX,SLEET_LWE_RATE_MIN,HAS_SNOW,SNOW_TOTAL,SNOW_AVG,SNOW_MAX,SNOW_MIN,SNOW_COVER_24HR_DEP,SNOW_COVER_AVG,SNOW_COVER_MAX,SNOW_COVER_MIN,SNOW_DEPTH_AVG,SNOW_DEPTH_MAX,SNOW_DEPTH_MIN,SNOW_DRIFTING_INTENSITY_MAX,SNOW_LIQUID_RATIO_ACCUWEATHER_AVG,SNOW_LIQUID_RATIO_ACCUWEATHER_MIN,SNOW_LIQUID_RATIO_ACCUWEATHER_MAX,SNOW_LIQUID_RATIO_COBB_2005_AVG,SNOW_LIQUID_RATIO_COBB_2005_MAX,SNOW_LIQUID_RATIO_COBB_2005_MIN,SNOW_LIQUID_RATIO_COBB_2011_AVG,SNOW_LIQUID_RATIO_COBB_2011_MAX,SNOW_LIQUID_RATIO_COBB_2011_MIN,SNOW_LIQUID_RATIO_KUCHERA_AVG,SNOW_LIQUID_RATIO_KUCHERA_MAX,SNOW_LIQUID_RATIO_KUCHERA_MIN,SNOW_LIQUID_RATIO_NCEP_AVG,SNOW_LIQUID_RATIO_NCEP_MAX,SNOW_LIQUID_RATIO_NCEP_MIN,SNOW_LWE_TOTAL,SNOW_LWE_RATE_AVG,SNOW_LWE_RATE_MAX,SNOW_LWE_RATE_MIN,SNOW_TYPE_DESC_PREDOMINANT,SOLAR_IRRADIANCE_AVG,SOLAR_IRRADIANCE_MAX,SOLAR_IRRADIANCE_TOTAL,SOLAR_RADIATION_NET_AVG,SOLAR_RADIATION_NET_MAX,SOLAR_RADIATION_NET_TOTAL,TEMPERATURE_24HR_DEP,TEMPERATURE_AVG,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_DEW_POINT_24HR_DEP,TEMPERATURE_DEW_POINT_AVG,TEMPERATURE_DEW_POINT_MAX,TEMPERATURE_DEW_POINT_MIN,TEMPERATURE_HEAT_INDEX_24HR_DEP,TEMPERATURE_HEAT_INDEX_AVG,TEMPERATURE_HEAT_INDEX_MAX,TEMPERATURE_HEAT_INDEX_MIN,TEMPERATURE_REALFEEL_24HR_DEP,TEMPERATURE_REALFEEL_AVG,TEMPERATURE_REALFEEL_MAX,TEMPERATURE_REALFEEL_MIN,TEMPERATURE_REALFEEL_SHADE_24HR_DEP,TEMPERATURE_REALFEEL_SHADE_AVG,TEMPERATURE_REALFEEL_SHADE_MAX,TEMPERATURE_REALFEEL_SHADE_MIN,TEMPERATURE_SOIL_24HR_DEP,TEMPERATURE_SOIL_AVG,TEMPERATURE_SOIL_MAX,TEMPERATURE_SOIL_MIN,TEMPERATURE_WETBULB_24HR_DEP,TEMPERATURE_WETBULB_AVG,TEMPERATURE_WETBULB_MAX,TEMPERATURE_WETBULB_MIN,TEMPERATURE_WETBULB_GLOBE_24HR_DEP,TEMPERATURE_WETBULB_GLOBE_AVG,TEMPERATURE_WETBULB_GLOBE_MAX,TEMPERATURE_WETBULB_GLOBE_MIN,TEMPERATURE_WIND_CHILL_24HR_DEP,TEMPERATURE_WIND_CHILL_AVG,TEMPERATURE_WIND_CHILL_MAX,TEMPERATURE_WIND_CHILL_MIN,VISIBILITY_24HR_DEP,VISIBILITY_AVG,VISIBILITY_MAX,VISIBILITY_MIN,WIND_DIRECTION_24HR_DEP,WIND_DIRECTION_AVG,WIND_DIRECTION_PREDOMINANT,WIND_GUST_24HR_DEP,WIND_GUST_AVG,WIND_GUST_MAX,WIND_GUST_MIN,WIND_GUST_INSTANTANEOUS_24HR_DEP,WIND_GUST_INSTANTANEOUS_AVG,WIND_GUST_INSTANTANEOUS_MAX,WIND_GUST_INSTANTANEOUS_MIN,WIND_SPEED_24HR_DEP,WIND_SPEED_AVG,WIND_SPEED_MAX,WIND_SPEED_MIN
2021-05-05,568,730,1865,167,-0.14,0.85,1.00,0.01,-13,85,100,0,0.00,10.69,0.00,0.00,9.65,0.86400,FALSE,0.00000,0.00000,0.00000,0.00000,-14.65,76.74,89.52,64.69,FALSE,0.00000,0.00000,0.00000,0.00000,0.04,0.53,1.78,0.00,0,0,0,0,0,0,40,0.22,0.23,0.22,TRUE,,0.00000,0.01250,0.30000,0.00000,0,No precipitation,586.11,100140.59,100749.91,99704.99,589.23,101128.87,101747.50,100689.70,TRUE,0.00000,0.01250,0.30000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,4.16,0.00,10.00,4.01,10.00,0.00,4.21,13.46,0.00,0.00,0.00,0.00,3.66,4.40,2.90,0.00000,0.00000,0.00000,0.00000,None,123.51,398.83,2964.13,116.10,374.90,2786.28,0.76,8.68,10.19,7.20,-1.86,4.74,6.74,2.41,,,,,-1.94,6.04,7.79,4.09,-1.19,6.04,7.79,4.09,0.21,7.97,8.44,7.52,-0.65,6.36,7.26,4.49,0.62,8.54,9.96,7.20,-1.02,-5.98,-5.31,-6.68,0.932,15.459,16.000,14.470,63.7,304.2,304.6,4.25,8.43,10.53,6.33,4.29,8.16,10.34,6.18,2.59,4.83,6.23,3.73
2021-05-06,1161,1892,3375,1049,-0.31,0.54,1.00,0.00,-31,53,100,0,0.00,11.60,0.00,0.00,10.96,0.83200,FALSE,0.00000,0.00000,0.00000,0.00000,-2.68,74.06,83.51,68.00,FALSE,0.00000,0.00000,0.00000,0.00000,0.53,1.06,3.61,0.00,0,0,0,0,0,0,365,0.22,0.23,0.22,TRUE,,0.00000,0.01225,0.29400,0.00000,0,No precipitation,629.28,100769.88,100969.33,100567.06,640.18,101769.05,101973.45,101557.67,TRUE,0.00000,0.01225,0.29400,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,2.74,0.00,15.51,3.88,25.57,0.00,3.62,20.64,0.00,0.00,0.00,0.00,4.31,5.66,3.39,0.00000,0.00000,0.00000,0.00000,None,255.71,708.09,6136.95,240.36,665.60,5768.73,-1.31,7.37,9.21,4.67,-1.72,3.02,4.81,1.97,,,,,1.14,7.18,11.31,2.47,0.23,6.27,10.05,2.47,0.13,8.09,8.74,7.36,-1.50,4.86,6.60,3.11,-1.17,7.37,9.21,4.67,0.40,-5.58,-2.48,-7.44,0.297,15.756,16.000,15.156,-110.9,193.3,297.8,-3.14,5.29,6.88,3.21,-3.24,4.93,6.77,2.65,-2.20,2.63,4.47,0.34
2021-05-07,559,2451,5310,1130,0.18,0.71,1.00,0.13,17,71,100,12,0.00,12.49,0.00,0.00,12.04,0.91900,FALSE,0.00000,0.00000,0.00000,0.00000,3.30,77.36,91.00,68.75,FALSE,0.00000,0.00000,0.00000,0.00000,-0.20,0.87,3.26,0.00,0,0,0,0,0,0,170,0.22,0.23,0.22,TRUE,,0.00000,0.00000,0.00000,0.00000,0,No precipitation,-299.52,100470.36,100676.77,100278.73,-298.65,101470.39,101675.98,101280.45,TRUE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,2.44,0.00,6.63,2.58,7.07,0.00,3.51,9.46,0.00,0.00,0.00,0.00,4.85,5.35,4.45,0.00000,0.00000,0.00000,0.00000,None,202.51,704.97,4860.20,190.36,662.67,4568.59,-1.08,6.29,7.09,5.29,-0.44,2.58,4.01,1.21,,,,,-0.06,7.12,8.82,4.77,-0.16,6.10,7.31,4.77,0.52,8.61,8.84,8.30,-0.72,4.14,4.75,3.29,-1.08,6.29,7.09,5.29,0.24,-5.34,-3.29,-6.41,-0.131,15.625,16.000,14.892,78.1,88.6,98.9,-1.44,3.85,6.28,1.88,-1.37,3.55,6.12,1.71,-0.94,1.69,3.68,0.24
2021-05-08,-930,1521,3219,757,-0.08,0.64,1.00,0.18,-7,63,99,17,0.00,11.10,0.00,0.00,10.48,0.88900,FALSE,0.00000,0.00000,0.00000,0.00000,-0.37,76.99,91.41,66.94,FALSE,0.00000,0.00000,0.00000,0.00000,0.40,1.26,5.59,0.00,0,0,0,0,0,0,296,0.22,0.23,0.22,TRUE,,0.00000,0.00000,0.00000,0.00000,0,No precipitation,-46.34,100424.02,100763.15,100189.86,-52.33,101418.06,101757.84,101191.01,TRUE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,2.50,0.00,10.00,2.84,12.24,0.00,3.40,14.68,0.00,0.00,0.00,0.00,4.07,5.51,2.62,0.00000,0.00000,0.00000,0.00000,None,283.70,823.95,6808.92,266.68,774.51,6400.38,1.56,7.85,10.76,4.98,1.40,3.98,6.67,2.05,,,,,0.65,7.77,13.95,2.56,0.64,6.74,10.19,2.56,0.34,8.95,9.63,8.31,1.43,5.57,7.76,3.23,1.47,7.76,10.26,4.98,-0.04,-5.37,-3.13,-7.48,-0.002,15.623,16.000,14.750,9.6,281.1,301.5,1.70,5.55,8.25,1.35,1.78,5.33,7.87,1.21,0.98,2.67,4.68,0.19
2021-05-09,3126,4647,7986,1025,0.17,0.80,1.00,0.01,16,80,100,1,0.00,12.09,0.00,0.00,11.48,1.18000,FALSE,0.00000,0.00000,0.00000,0.00000,-2.32,74.67,83.88,62.72,FALSE,0.00000,0.00000,0.00000,0.00000,-0.49,0.77,2.86,0.00,0,0,0,0,0,0,8,0.22,0.23,0.22,TRUE,,0.00000,0.00000,0.00000,0.00000,0,No precipitation,79.21,100503.22,100789.16,100191.70,83.56,101501.63,101790.66,101184.39,TRUE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,12.24,0.00,35.41,10.40,25.40,0.00,7.62,19.25,0.00,0.00,0.00,0.00,4.58,5.65,3.94,0.00000,0.00000,0.00000,0.00000,None,203.09,739.85,4874.13,190.90,695.46,4581.68,-1.01,6.85,8.12,4.71,-1.38,2.61,4.46,1.02,,,,,-1.04,6.73,10.28,2.98,-0.70,6.04,8.38,2.98,0.13,9.07,9.35,8.73,-1.14,4.43,5.50,2.68,-0.92,6.85,8.12,4.71,-0.33,-5.70,-3.78,-7.23,0.218,15.841,16.000,15.193,-52.3,228.7,245.4,-1.05,4.50,6.09,2.16,-1.15,4.18,6.15,1.50,-0.33,2.34,3.72,0.67
2021-05-10,-2267,2380,8401,1013,-0.49,0.31,0.81,0.00,-48,31,81,0,0.00,11.51,0.00,0.00,10.49,1.70800,FALSE,0.00000,0.00000,0.00000,0.00000,-9.89,64.78,73.24,59.07,FALSE,0.00000,0.00000,0.00000,0.00000,0.58,1.35,4.25,0.00,0,0,0,0,0,0,476,0.22,0.23,0.22,FALSE,,0.00000,0.00000,0.00000,0.00000,0,No precipitation,43.93,100547.15,100829.61,100270.81,40.82,101542.45,101829.90,101267.34,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,3.20,0.00,10.00,3.21,10.00,0.00,2.48,9.12,0.00,0.00,0.00,0.00,4.08,5.45,2.86,0.00000,0.00000,0.00000,0.00000,None,263.14,758.25,6315.33,247.35,712.75,5936.41,1.00,7.84,10.28,5.10,-1.03,1.58,3.73,-0.59,,,,,-0.92,5.81,10.00,2.29,-0.61,5.43,8.34,2.29,-0.37,8.70,8.97,8.50,0.06,4.48,6.33,2.45,0.81,7.65,9.83,5.10,-0.70,-6.41,-4.85,-7.64,0.083,15.924,16.000,15.204,60.3,289.0,289.2,2.85,7.35,10.25,4.93,2.91,7.09,9.54,5.23,2.01,4.35,6.03,3.20
2021-05-11,-1152,1227,2768,412,0.00,0.31,0.81,0.00,0,31,81,0,0.00,12.88,0.00,0.00,11.43,2.12100,FALSE,0.00000,0.00000,0.00000,0.00000,2.92,67.70,77.51,61.00,FALSE,0.00000,0.00000,0.00000,0.00000,-0.06,1.30,4.02,0.00,0,0,0,0,0,0,535,0.22,0.23,0.22,FALSE,,0.00000,0.00000,0.00000,0.00000,0,No precipitation,446.13,100993.28,101345.78,100782.75,453.92,101996.37,102354.54,101788.66,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,5.77,3.46,0.00000,0.00000,0.00000,0.00000,None,286.28,851.96,6870.69,269.10,800.84,6458.45,-0.94,6.90,9.09,4.45,-0.29,1.29,2.84,-0.98,,,,,-2.24,3.57,6.32,0.82,-1.86,3.57,6.32,0.82,-0.59,8.11,8.46,7.85,-0.61,3.87,5.63,2.24,-0.76,6.90,9.09,4.45,-0.76,-7.17,-6.19,-8.22,0.022,15.946,16.000,15.561,-4.2,284.8,285.2,2.55,9.90,12.86,7.00,2.54,9.62,12.95,6.79,1.33,5.68,6.69,4.64
2021-05-12,1005,2233,2233,2233,-0.30,0.01,0.08,0.00,-30,0,8,0,0.00,9.68,0.00,0.00,8.75,1.29300,FALSE,0.00000,0.00000,0.00000,0.00000,-4.41,63.29,79.37,48.83,FALSE,0.00000,0.00000,0.00000,0.00000,1.07,2.36,8.58,0.00,0,0,0,0,0,0,898,0.22,0.23,0.22,FALSE,,0.00000,0.00000,0.00000,0.00000,0,No precipitation,527.49,101520.77,101665.03,101294.45,523.18,102519.55,102665.48,102302.54,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.21,4.88,1.54,0.00000,0.00000,0.00000,0.00000,None,340.29,961.82,8167.07,319.88,904.11,7677.04,2.68,9.58,12.92,6.24,1.41,2.70,3.87,0.66,,,,,4.37,7.95,13.38,2.31,3.27,6.84,10.24,2.31,0.54,8.64,9.68,7.72,2.00,5.87,7.53,4.02,1.30,8.20,10.10,6.24,0.31,-6.85,-5.31,-7.49,0.038,15.984,16.000,15.627,35.6,320.4,320.0,-1.66,8.24,9.29,6.80,-1.56,8.07,9.11,6.61,-0.93,4.75,5.56,3.71
2021-05-13,235,2468,2992,1869,0.08,0.09,0.41,0.00,8,9,41,0,0.00,6.98,0.00,1.72,6.61,1.02300,FALSE,0.00000,0.00000,0.00000,0.00000,-9.32,53.96,68.35,35.40,FALSE,0.00000,0.00000,0.00000,0.00000,-0.18,2.19,7.90,0.00,0,0,0,0,0,0,786,0.22,0.23,0.22,FALSE,,0.00000,0.00000,0.00000,0.00000,0,No precipitation,21.77,101542.54,101683.25,101362.48,14.49,102534.04,102687.09,102337.36,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.15,4.16,0.00,0.00000,0.00000,0.00000,0.00000,None,316.30,894.11,7591.28,297.33,840.47,7135.80,2.14,11.72,16.23,7.68,-0.26,2.43,7.01,-0.46,,,,,4.67,12.62,20.40,5.04,4.06,10.90,17.54,5.04,1.51,10.16,11.12,9.18,1.01,6.89,9.64,3.88,1.98,10.18,12.78,7.68,1.10,-5.75,-4.32,-6.27,0.016,16.000,16.000,16.000,-34.8,285.6,313.6,-2.85,5.39,7.46,3.79,-2.94,5.13,7.27,3.52,-2.28,2.47,4.94,0.53
2021-05-14,332,2800,3090,2565,0.06,0.15,0.55,0.00,5,15,55,0,0.00,7.07,0.00,1.75,6.58,1.15900,FALSE,0.00000,0.00000,0.00000,0.00000,7.21,61.17,72.22,50.41,FALSE,0.00000,0.00000,0.00000,0.00000,0.18,2.37,8.70,0.00,0,0,0,0,0,0,746,0.22,0.23,0.22,FALSE,,0.00000,0.00000,0.00000,0.00000,0,No precipitation,-119.82,101422.72,101650.01,101196.82,-121.13,102412.91,102647.89,102173.50,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,2.92,0.00,10.00,2.92,10.00,0.00,2.10,7.20,0.00,0.00,0.00,0.00,2.12,4.10,0.25,0.00000,0.00000,0.00000,0.00000,None,323.29,961.13,7759.04,303.90,903.46,7293.49,0.03,11.75,15.50,7.79,2.02,4.45,7.01,0.75,,,,,-0.54,12.09,16.70,7.14,-0.45,10.45,13.26,6.57,0.71,10.87,11.57,10.27,0.81,7.70,10.14,4.15,0.07,10.24,12.57,7.57,0.67,-5.08,-4.74,-5.36,-0.029,15.971,16.000,15.447,-35.4,250.2,239.2,0.11,5.50,8.77,3.61,0.05,5.17,8.39,3.25,0.88,3.35,6.01,1.38
2021-05-15,1003,3804,6939,2246,0.13,0.28,0.85,0.00,13,28,85,0,0.00,6.21,0.00,2.43,5.90,0.68300,FALSE,0.00000,0.00000,0.00000,0.00000,4.56,65.73,75.26,50.32,FALSE,0.00000,0.00000,0.00000,0.00000,-0.20,2.17,8.77,0.00,0,0,0,0,0,0,593,0.22,0.23,0.22,FALSE,,0.00000,0.00000,0.00000,0.00000,0,No precipitation,-74.38,101348.34,101477.05,101231.13,-77.50,102335.41,102461.35,102203.87,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,0.42,0.00,10.00,0.42,10.00,0.00,0.30,7.20,0.00,0.00,0.00,0.00,1.79,3.74,0.00,0.00000,0.00000,0.00000,0.00000,None,305.27,873.53,7326.38,286.95,821.12,6886.80,0.68,12.43,16.27,8.53,1.68,6.13,9.52,2.16,,,,,1.34,13.43,18.58,8.04,1.39,11.84,17.39,8.04,0.51,11.38,12.09,10.43,1.08,8.78,11.21,5.08,0.89,11.13,13.77,8.26,0.50,-4.58,-3.80,-4.93,-0.070,15.901,16.000,15.338,13.4,263.6,254.8,-1.10,4.39,6.81,2.04,-1.17,4.00,6.25,1.85,-0.98,2.37,3.93,1.01
2021-05-16,126,3930,4517,3382,0.16,0.45,0.90,0.00,16,44,89,0,0.00,6.54,0.00,2.00,6.33,0.57900,FALSE,0.00000,0.00000,0.00000,0.00000,6.18,71.91,76.21,64.60,FALSE,0.00000,0.00000,0.00000,0.00000,0.02,2.19,8.07,0.00,0,0,0,0,0,0,498,0.22,0.23,0.22,TRUE,,0.00000,0.00000,0.00000,0.00000,0,No precipitation,-13.61,101334.73,101472.66,101231.06,-12.27,102323.13,102458.78,102216.39,TRUE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,3.39,0.00,41.36,3.72,49.18,0.00,2.27,25.75,0.00,0.00,0.00,0.00,2.00,3.24,1.00,0.00000,0.00000,0.00000,0.00000,None,315.34,871.98,7568.25,296.42,819.66,7114.15,-0.44,12.00,14.00,9.52,0.94,7.07,9.02,5.00,,,,,0.56,13.99,18.55,10.14,0.16,12.00,13.85,9.65,0.69,12.07,12.81,11.34,0.24,9.02,10.84,7.02,0.01,11.14,13.80,8.17,1.05,-3.53,-2.91,-3.90,-0.054,15.847,16.000,15.368,-63.0,200.5,115.1,-1.06,3.33,4.94,1.82,-0.89,3.11,4.96,1.62,-0.95,1.43,2.56,0.19
2021-05-17,-1368,2562,2708,2313,-0.29,0.15,0.69,0.00,-29,15,68,0,0.00,5.83,0.00,2.74,5.59,0.57800,FALSE,0.00000,0.00000,0.00000,0.00000,1.81,73.73,80.87,68.16,FALSE,0.00000,0.00000,0.00000,0.00000,0.15,2.34,8.88,0.00,0,0,0,0,0,0,737,0.22,0.23,0.22,TRUE,,0.00000,0.00000,0.00000,0.00000,0,No precipitation,101.54,101436.27,101546.38,101302.63,99.99,102423.13,102532.87,102281.94,TRUE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,0.14,0.00,3.40,0.12,2.80,0.00,0.12,2.80,0.00,0.00,0.00,0.00,1.63,3.27,0.57,0.00000,0.00000,0.00000,0.00000,None,319.33,939.80,7664.02,300.17,883.42,7204.18,0.74,12.74,14.85,9.46,1.08,8.15,10.06,5.81,,,,,0.33,14.32,18.89,10.15,0.47,12.47,14.22,9.55,0.36,12.43,13.07,11.73,0.88,9.89,11.55,7.34,0.45,11.59,13.83,8.24,-0.02,-3.55,-3.40,-3.79,-0.005,15.842,16.000,15.439,-8.9,191.7,172.0,0.52,3.85,6.23,2.11,0.50,3.61,6.14,1.88,0.50,1.92,3.49,0.31
2021-05-18,-66,2495,2612,2289,0.16,0.32,0.82,0.00,16,31,82,0,0.00,3.43,0.00,5.11,3.22,0.43200,FALSE,0.00000,0.00000,0.00000,0.00000,-1.50,72.23,80.87,56.96,FALSE,0.00000,0.00000,0.00000,0.00000,-0.54,1.80,8.18,0.00,0,0,0,0,0,0,483,0.22,0.23,0.22,FALSE,,0.00000,0.00000,0.00000,0.00000,0,No precipitation,127.95,101564.23,101764.01,101399.55,121.06,102544.19,102749.30,102366.47,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,2.43,0.00,0.00000,0.00000,0.00000,0.00000,None,318.24,917.01,7637.82,299.15,861.98,7179.55,2.37,15.11,18.95,11.14,1.91,10.05,12.13,7.75,,,,,2.38,16.70,21.65,10.62,2.83,15.30,19.36,10.62,0.43,12.86,13.59,12.18,2.03,11.93,13.97,9.02,2.03,13.62,16.67,9.68,,,,,0.024,15.865,16.000,15.197,64.9,256.5,242.9,0.97,4.82,8.66,2.07,0.95,4.56,8.48,1.93,0.94,2.86,5.72,1.06
2021-05-19,5486,7982,9801,6372,0.47,0.79,1.00,0.00,47,78,100,0,0.00,3.54,0.00,4.91,3.42,0.41400,FALSE,0.00000,0.00000,0.00000,0.00000,0.47,72.70,80.02,61.05,FALSE,0.00000,0.00000,0.00000,0.00000,-0.68,1.12,3.88,0.00,0,0,0,0,0,0,35,0.22,0.23,0.22,TRUE,,0.00000,0.00000,0.00000,0.00000,0,No precipitation,123.66,101687.88,101856.30,101573.30,125.47,102669.66,102835.61,102552.39,TRUE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,3.21,0.00,10.00,3.23,10.00,0.00,2.36,8.80,0.00,0.00,0.00,0.00,0.67,1.83,0.00,0.00000,0.00000,0.00000,0.00000,None,281.45,783.05,6754.81,264.56,736.06,6349.53,-0.20,14.91,17.77,12.34,-0.06,10.00,12.42,8.50,,,,,-0.10,16.60,21.70,11.97,0.10,15.40,18.88,11.97,0.68,13.54,14.46,12.62,-0.11,11.82,13.62,9.92,0.45,14.07,18.17,10.65,,,,,0.053,15.918,16.000,15.623,-73.4,176.8,83.9,-1.18,3.64,4.78,2.49,-1.17,3.39,4.76,2.02,-1.25,1.61,2.79,0.30
2021-05-20,-5215,2767,6317,440,0.17,0.96,1.00,0.48,16,95,100,48,0.00,2.35,0.00,6.05,2.28,0.26200,FALSE,0.00000,0.00000,0.00000,0.00000,-0.01,72.69,85.07,60.87,FALSE,0.00000,0.00000,0.00000,0.00000,-0.13,0.99,5.71,0.00,0,0,0,0,0,0,58,0.22,0.23,0.22,TRUE,,0.00000,0.00000,0.00000,0.00000,0,No precipitation,91.43,101779.31,101898.07,101663.41,88.39,102758.05,102876.16,102640.20,TRUE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,FALSE,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0.0000,0.0000,0.0000,None,4.38,0.00,10.00,4.45,10.00,0.00,4.17,8.99,0.00,0.00,0.00,0.00,0.14,0.51,0.00,0.00000,0.00000,0.00000,0.00000,None,287.31,863.48,6895.49,270.07,811.67,6481.76,1.14,16.05,18.11,14.98,1.06,11.06,13.92,7.85,,,,,1.44,18.03,21.37,15.36,1.42,16.82,19.01,15.36,0.77,14.31,14.95,13.57,1.09,12.91,14.77,10.91,0.92,15.00,18.59,12.23,,,,,0.060,15.978,16.000,15.614,47.0,129.9,101.6,-0.49,3.15,5.31,1.39,-0.48,2.91,5.22,1.01,-0.16,1.45,2.73,0.40
